1787226289.615360, Self-RAG Decomposed-Shared, pipeline, prepare, start, 9345355453682025
1787226434.387850, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345500225936558
1787226434.388599, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345500226679153
1787226434.389060, Self-RAG Decomposed-Shared, End stage, run, start, 9345500227150050
1787226434.389431, Self-RAG Decomposed-Shared, End stage, run, end, 9345500227501091
1787226434.389648, Self-RAG Decomposed-Shared, pipeline - val, run, end, 194947177138281482628531829095310590589, 1787226432.360019, 1, 18, 9345500227718228
1787226435.378996, Self-RAG Decomposed-Shared, pipeline - val, run, start, 192268628187240927357403967993541688218, 1787226435.378622, 1, 19, 9345501217087851
1787226435.379305, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345501217381948
1787226435.380071, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345501218145662
1787226435.380433, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345501218522143
1787226435.400091, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345501238168411
1787226435.400442, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345501238516140
1787226435.401165, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345501239239694
1787226435.401301, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345501239387246
1787226435.403743, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345501241808678
1787226435.865738, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345501703864679
1787226436.008591, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345501846677685
1787226436.008925, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345501846990662
1787226436.009100, Self-RAG Decomposed-Shared, Grade router, run, start, 9345501847186487
1787226436.009281, Self-RAG Decomposed-Shared, Grade router, run, end, 9345501847343079
1787226436.009645, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345501847729704
1787226436.009986, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345501848049993
1787226436.010312, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345501848401306
1787226436.013032, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345501851119266
1787226436.331066, Self-RAG Decomposed-Shared, pipeline - val, run, start, 130244123282486547271915072356092609185, 1787226436.330774, 1, 20, 9345502169191362
1787226436.331553, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345502169628611
1787226436.332260, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345502170331269
1787226436.332473, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345502170567974
1787226436.369254, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345502207390373
1787226436.369461, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345502207540965
1787226436.370798, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345502208870857
1787226436.371008, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345502209105898
1787226436.489017, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345502327116974
1787226436.641057, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9345502479145304
1787226436.641177, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345502479267400
1787226436.642325, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345502480404092
1787226436.642645, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345502480724685
1787226436.643885, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345502481965601
1787226436.644012, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345502482090705
1787226437.123502, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345502961601191
1787226437.281681, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345503119768948
1787226437.281860, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345503119938196
1787226437.282068, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345503120136149
1787226437.282342, Self-RAG Decomposed-Shared, Grade router, run, start, 9345503120423590
1787226437.283485, Self-RAG Decomposed-Shared, Grade router, run, end, 9345503121560201
1787226437.283572, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345503121643257
1787226437.283939, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345503122008395
1787226437.284523, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345503122634444
1787226437.742108, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345503580222896
1787226437.889161, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345503727248187
1787226437.889502, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345503727620284
1787226437.890909, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345503729023697
1787226437.891792, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345503729873203
1787226437.892491, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345503730569333
1787226437.892654, Self-RAG Decomposed-Shared, End stage, run, start, 9345503730741510
1787226437.894118, Self-RAG Decomposed-Shared, End stage, run, end, 9345503732197578
1787226437.894368, Self-RAG Decomposed-Shared, pipeline - val, run, end, 192268628187240927357403967993541688218, 1787226435.378622, 1, 19, 9345503732452379
1787226438.381284, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345504219392999
1787226438.552459, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9345504390542155
1787226438.552755, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345504390819532
1787226438.553128, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345504391210605
1787226438.553792, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345504391863071
1787226438.554120, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345504392202240
1787226438.556738, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345504394803624
1787226439.029992, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345504868144395
1787226439.170258, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345505008344706
1787226439.170577, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345505008642291
1787226439.170857, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345505008941635
1787226439.171071, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345505009132980
1787226439.171436, Self-RAG Decomposed-Shared, End stage, run, start, 9345505009525829
1787226439.172341, Self-RAG Decomposed-Shared, End stage, run, end, 9345505010422280
1787226439.172465, Self-RAG Decomposed-Shared, pipeline - val, run, end, 130244123282486547271915072356092609185, 1787226436.330774, 1, 20, 9345505010541928
1787226451.974192, Self-RAG Decomposed-Shared, pipeline - val, run, start, 326762348283973910016776902183066252344, 1787226451.973915, 1, 21, 9345517812312308
1787226451.974657, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345517812732629
1787226451.975048, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345517813118486
1787226451.975443, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345517813532295
1787226451.994993, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345517833066994
1787226451.995252, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345517833326083
1787226451.995813, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345517833884677
1787226451.995942, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345517834027637
1787226451.998677, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345517836741661
1787226452.524608, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345518362729869
1787226452.709748, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345518547867851
1787226452.711094, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345518549177423
1787226452.711399, Self-RAG Decomposed-Shared, Grade router, run, start, 9345518549485872
1787226452.711634, Self-RAG Decomposed-Shared, Grade router, run, end, 9345518549696273
1787226452.712503, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345518550619571
1787226452.713276, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345518551347174
1787226452.713608, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345518551719623
1787226452.717640, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345518555734275
1787226453.251568, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345519089714635
1787226453.395058, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9345519233140683
1787226453.395333, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345519233396540
1787226453.395603, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345519233684092
1787226453.396249, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345519234318526
1787226453.396801, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345519234908000
1787226453.399764, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345519237838345
1787226453.820465, Self-RAG Decomposed-Shared, pipeline - val, run, start, 123286682532650203571207754596402311595, 1787226453.820094, 1, 22, 9345519658640045
1787226453.821184, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345519659261983
1787226453.821791, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345519659861937
1787226453.822483, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345519660604915
1787226453.858295, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345519696388751
1787226453.858870, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345519696951744
1787226453.860343, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345519698416197
1787226453.860581, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345519698677269
1787226453.926081, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345519764162587
1787226454.088741, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345519926826516
1787226454.088828, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345519926905205
1787226454.089655, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345519927726519
1787226454.090286, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345519928400377
1787226454.090530, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345519928591818
1787226454.090717, Self-RAG Decomposed-Shared, End stage, run, start, 9345519928800666
1787226454.091478, Self-RAG Decomposed-Shared, End stage, run, end, 9345519929555933
1787226454.092171, Self-RAG Decomposed-Shared, pipeline - val, run, end, 326762348283973910016776902183066252344, 1787226451.973915, 1, 21, 9345519930247407
1787226454.641784, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345520479888726
1787226454.799960, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345520638047714
1787226454.800975, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345520639059173
1787226454.801451, Self-RAG Decomposed-Shared, Grade router, run, start, 9345520639526134
1787226454.801996, Self-RAG Decomposed-Shared, Grade router, run, end, 9345520640075976
1787226454.802158, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345520640244857
1787226454.802935, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345520641027339
1787226454.803483, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345520641590253
1787226454.806741, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345520644826054
1787226455.370125, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345521208248423
1787226455.544017, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9345521382123139
1787226455.545224, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345521383306902
1787226455.546201, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345521384293065
1787226455.546904, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345521384975707
1787226455.547428, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345521385511245
1787226455.550641, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345521388727767
1787226456.094417, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345521932643404
1787226456.116765, Self-RAG Decomposed-Shared, pipeline - val, run, start, 220109624484934854105532331667485639647, 1787226456.116351, 1, 23, 9345521954855471
1787226456.117262, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345521955338401
1787226456.117831, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345521955905058
1787226456.118356, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345521956446836
1787226456.147168, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345521985256843
1787226456.147754, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345521985829436
1787226456.148241, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345521986311422
1787226456.148420, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345521986505086
1787226456.310826, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345522148912903
1787226456.311085, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345522149215656
1787226456.312552, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345522150633452
1787226456.312647, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345522150719565
1787226456.313885, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345522151962736
1787226456.314121, Self-RAG Decomposed-Shared, End stage, run, start, 9345522152201249
1787226456.314603, Self-RAG Decomposed-Shared, End stage, run, end, 9345522152673603
1787226456.314709, Self-RAG Decomposed-Shared, pipeline - val, run, end, 123286682532650203571207754596402311595, 1787226453.820094, 1, 22, 9345522152784435
1787226456.522132, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345522360269284
1787226456.665449, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345522503537267
1787226456.665741, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345522503806740
1787226456.666487, Self-RAG Decomposed-Shared, Grade router, run, start, 9345522504575270
1787226456.666723, Self-RAG Decomposed-Shared, Grade router, run, end, 9345522504786743
1787226456.666902, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345522504987096
1787226456.667234, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345522505298025
1787226456.667802, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345522505911610
1787226456.669625, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345522507714192
1787226456.881420, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345522719580382
1787226457.142811, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 7, 9345522980897969
1787226457.143617, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345522981698083
1787226457.144146, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345522982237093
1787226457.144710, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345522982779094
1787226457.145084, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345522983153671
1787226457.146352, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345522984416299
1787226457.337732, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345523175824332
1787226457.462346, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345523300424723
1787226457.462604, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345523300667091
1787226457.462831, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345523300911444
1787226457.462982, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345523301043348
1787226457.463124, Self-RAG Decomposed-Shared, End stage, run, start, 9345523301196933
1787226457.463355, Self-RAG Decomposed-Shared, End stage, run, end, 9345523301417302
1787226457.463519, Self-RAG Decomposed-Shared, pipeline - val, run, end, 220109624484934854105532331667485639647, 1787226456.116351, 1, 23, 9345523301607462
1787226464.470925, Self-RAG Decomposed-Shared, pipeline - val, run, start, 116556925543121971857834483068422858291, 1787226464.470397, 1, 24, 9345530309034476
1787226464.471395, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345530309471421
1787226464.471748, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345530309819470
1787226464.472409, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345530310502208
1787226464.495464, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345530333550853
1787226464.495852, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345530333928934
1787226464.496468, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345530334540120
1787226464.496959, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345530335040906
1787226464.499344, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345530337417169
1787226464.900397, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345530738505079
1787226465.046675, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345530884759967
1787226465.047710, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345530885789698
1787226465.048676, Self-RAG Decomposed-Shared, Grade router, run, start, 9345530886783525
1787226465.049005, Self-RAG Decomposed-Shared, Grade router, run, end, 9345530887069062
1787226465.049329, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345530887413287
1787226465.049651, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345530887714376
1787226465.049782, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345530887855881
1787226465.052185, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345530890261200
1787226465.452884, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345531290981814
1787226465.685902, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 6, 9345531523989043
1787226465.686259, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345531524324340
1787226465.686817, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345531524937286
1787226465.687553, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345531525621688
1787226465.687669, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345531525737352
1787226465.690680, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345531528794113
1787226466.094125, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345531932233999
1787226466.238689, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345532076771506
1787226466.239289, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345532077354020
1787226466.239745, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345532077822469
1787226466.240235, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345532078308487
1787226466.240364, Self-RAG Decomposed-Shared, End stage, run, start, 9345532078442983
1787226466.240586, Self-RAG Decomposed-Shared, End stage, run, end, 9345532078648168
1787226466.240823, Self-RAG Decomposed-Shared, pipeline - val, run, end, 116556925543121971857834483068422858291, 1787226464.470397, 1, 24, 9345532078913769
1787226474.672385, Self-RAG Decomposed-Shared, pipeline - val, run, start, 189025924423520849338560871098268848608, 1787226474.672101, 1, 25, 9345540510476952
1787226474.672630, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345540510707785
1787226474.673155, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345540511225738
1787226474.673477, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345540511565723
1787226474.694777, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345540532854651
1787226474.694880, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345540532956364
1787226474.695633, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345540533708030
1787226474.695755, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345540533847790
1787226474.698727, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345540536792231
1787226475.211048, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345541049149100
1787226475.361296, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345541199386272
1787226475.362589, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345541200674676
1787226475.363186, Self-RAG Decomposed-Shared, Grade router, run, start, 9345541201275510
1787226475.363387, Self-RAG Decomposed-Shared, Grade router, run, end, 9345541201450230
1787226475.363598, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345541201688823
1787226475.364140, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345541202209048
1787226475.364276, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345541202349513
1787226475.367666, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345541205736387
1787226475.881254, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345541719361740
1787226476.126106, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 6, 9345541964191196
1787226476.126510, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345541964578365
1787226476.127599, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345541965713712
1787226476.128109, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345541966172306
1787226476.128585, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345541966663859
1787226476.132379, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9345541970492383
1787226476.637222, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9345542475338525
1787226476.784906, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9345542622988297
1787226476.785469, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9345542623545642
1787226476.785958, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9345542624038044
1787226476.786438, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9345542624512237
1787226476.786569, Self-RAG Decomposed-Shared, End stage, run, start, 9345542624646734
1787226476.786800, Self-RAG Decomposed-Shared, End stage, run, end, 9345542624862414
1787226476.787070, Self-RAG Decomposed-Shared, pipeline - val, run, end, 189025924423520849338560871098268848608, 1787226474.672101, 1, 25, 9345542625152815
1787226476.866707, Self-RAG Decomposed-Shared, pipeline - val, run, start, 30373785780725895979851424982669647486, 1787226476.866323, 1, 26, 9345542704801535
1787226476.867016, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345542705096048
1787226476.868034, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345542706122851
1787226476.868195, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345542706283139
1787226476.889212, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345542727297426
1787226476.889606, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345542727681572
1787226476.890218, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345542728289301
1787226476.890363, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345542728449046
1787226476.893093, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345542731164254
1787226477.248141, Self-RAG Decomposed-Shared, pipeline - val, run, start, 160054788625983389352867277772682542737, 1787226477.246925, 1, 27, 9345543086243946
1787226477.248538, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345543086615515
1787226477.249321, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345543087411709
1787226477.250030, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345543088117344
1787226477.286342, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345543124443389
1787226477.287248, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345543125326543
1787226477.288490, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345543126560739
1787226477.438846, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345543276948695
1787226477.592567, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345543430655269
1787226477.593010, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345543431075910
1787226477.593050, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345543431110646
1787226477.593308, Self-RAG Decomposed-Shared, Grade router, run, start, 9345543431379767
1787226477.593433, Self-RAG Decomposed-Shared, Grade router, run, end, 9345543431495063
1787226477.594032, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345543432109593
1787226477.594516, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345543432586347
1787226477.594619, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345543432692315
1787226477.595880, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345543433956079
1787226477.750026, Self-RAG Decomposed-Shared, pipeline - val, run, start, 166032868368107421399856315955771547469, 1787226477.749556, 1, 28, 9345543588193823
1787226477.751014, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9345543589104705
1787226477.752650, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9345543590725558
1787226477.752849, Self-RAG Decomposed-Shared, Document retriever, run, start, 9345543590938935
1787226477.797049, Self-RAG Decomposed-Shared, Document retriever, run, end, 9345543635130556
1787226477.797179, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9345543635267148
1787226477.798322, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9345543636400832
1787226478.081344, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345543919460610
1787226478.226943, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345544065034392
1787226478.227280, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345544065345817
1787226478.227676, Self-RAG Decomposed-Shared, Grade router, run, start, 9345544065764010
1787226478.227792, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9345544065865835
1787226478.228617, Self-RAG Decomposed-Shared, Grade router, run, end, 9345544066681533
1787226478.229407, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345544067484240
1787226478.229763, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9345544067844401
1787226478.231523, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9345544069598822
1787226478.760861, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9345544598994109
1787226478.919760, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9345544757866923
1787226478.919975, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9345544758051804
1787226478.921014, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9345544759092591
1787226478.921087, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9345544759148479
1787226478.921623, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9345544759725409
1787226478.923422, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9345544761502294
1787226478.923521, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9345544761593878
1787226479.261777, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9345545100026335
1787226479.407810, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9345545245894518
1787226479.407896, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9345545245970230
1787226479.408649, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9345545246715465
1787226479.408900, Self-RAG Decomposed-Shared, Grade router, run, start, 9345545246980841
1787226479.409143, Self-RAG Decomposed-Shared, Grade router, run, end, 9345545247205242
