1787477740.072422, Self-RAG Monolith 4B (multi-hop), pipeline, prepare, start, 9596805910759073
1787477832.127240, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596897965321474
1787477832.127743, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596897965851314
1787477832.128036, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596897966098898
1787477832.128704, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596897966812226
1787477832.129536, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596897967617505
1787477832.129835, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 282501490200388217675847987367926972044, 1787477830.153242, 1, 7, 9596897967919505
1787477832.130791, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 46178809399958645934641322943056862874, 1787477832.130622, 1, 8, 9596897968908801
1787477832.131327, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596897969397777
1787477832.132270, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596897970352960
1787477832.132447, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596897970541808
1787477832.143840, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596897981923052
1787477832.144073, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596897982168844
1787477832.144538, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596897982600668
1787477832.144611, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596897982685436
1787477832.147389, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 973, 9596897985455227
1787477832.147424, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596897985485163
1787477832.624990, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596898463106219
1787477833.919070, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 30, 9596899757157005
1787477833.919393, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596899757458941
1787477833.919565, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596899757641197
1787477833.919703, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596899757764333
1787477833.919901, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596899757979693
1787477833.929908, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596899767991641
1787477833.930040, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 46178809399958645934641322943056862874, 1787477832.130622, 1, 8, 9596899768127625
1787477833.931523, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 151333648517982433468439878036874207189, 1787477833.931185, 1, 9, 9596899769641929
1787477833.931890, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596899769963625
1787477833.932481, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596899770551464
1787477833.932618, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596899770692824
1787477833.940579, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596899778647301
1787477833.940747, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596899778839333
1787477833.941103, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596899779166309
1787477833.941245, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596899779323989
1787477833.943826, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1005, 9596899781901284
1787477833.943880, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596899781940724
1787477834.423674, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596900261764723
1787477835.525122, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596901363211676
1787477835.525458, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596901363523180
1787477835.525609, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596901363685260
1787477835.525757, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596901363818460
1787477835.526237, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9596901364328668
1787477835.526689, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9596901364751484
1787477835.526954, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9596901365039132
1787477835.530309, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 591, 9596901368400843
1787477835.530401, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9596901368462315
1787477835.857114, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9596901695203506
1787477836.200310, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9596902038394979
1787477836.200634, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9596902038698067
1787477836.200942, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596902039053667
1787477836.209875, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596902047953440
1787477836.210005, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596902048092528
1787477836.211128, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596902049210399
1787477836.211355, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596902049430879
1787477836.214805, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1462, 9596902052878478
1787477836.214856, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596902052917246
1787477836.889978, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596902728072644
1787477838.131440, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 9596903969527706
1787477838.133542, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596903971625354
1787477838.134184, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596903972271145
1787477838.134365, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596903972426313
1787477838.134925, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596903973025897
1787477838.135200, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596903973262793
1787477838.135559, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 151333648517982433468439878036874207189, 1787477833.931185, 1, 9, 9596903973652089
1787477838.136463, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 155396768951999497228286279534668447421, 1787477838.136162, 1, 10, 9596903974554681
1787477838.136983, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596903975093560
1787477838.137618, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596903975681368
1787477838.137762, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596903975835512
1787477838.149149, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596903987226932
1787477838.149529, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596903987608788
1787477838.150008, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596903988080132
1787477838.150205, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596903988282148
1787477838.153507, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1012, 9596903991577682
1787477838.153549, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596903991612274
1787477838.634457, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596904472552368
1787477839.666531, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596905504616228
1787477839.667003, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596905505068580
1787477839.667530, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596905505617587
1787477839.667700, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596905505761955
1787477839.667876, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9596905505967475
1787477839.668341, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9596905506404403
1787477839.668718, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9596905506806755
1787477839.672207, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 593, 9596905510306562
1787477839.672304, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9596905510364690
1787477840.010080, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9596905848171893
1787477840.210661, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 5, 9596906048748443
1787477840.210958, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9596906049023771
1787477840.212009, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596906050121498
1787477840.225125, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596906063205542
1787477840.225495, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596906063575350
1787477840.226456, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596906064533989
1787477840.226551, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596906064627317
1787477840.231408, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1742, 9596906069488291
1787477840.231467, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596906069527923
1787477841.040799, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596906878893433
1787477842.138953, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596907977042819
1787477842.139603, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596907977668755
1787477842.139758, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596907977838339
1787477842.139904, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596907977965187
1787477842.140332, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9596907978411858
1787477842.141286, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9596907979358354
1787477842.141587, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9596907979665538
1787477842.144192, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 967, 9596907982269809
1787477842.144248, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9596907982308513
1787477842.613857, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9596908451950403
1787477842.795528, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 5, 9596908633615680
1787477842.795848, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9596908633912976
1787477842.796410, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596908634488016
1787477842.806577, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596908644655084
1787477842.806998, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596908645077740
1787477842.807550, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596908645623404
1787477842.807915, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596908645991228
1787477842.811998, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1742, 9596908650075850
1787477842.812052, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596908650113082
1787477843.656786, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596909494904611
1787477844.758166, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596910596253628
1787477844.759652, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596910597752700
1787477844.760014, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596910598099243
1787477844.768629, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596910606707208
1787477844.769018, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596910607105048
1787477844.769639, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596910607717864
1787477844.769848, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 155396768951999497228286279534668447421, 1787477838.136162, 1, 10, 9596910607935800
1787477844.770727, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 260878839647471170502236072743864840577, 1787477844.770550, 1, 11, 9596910608812215
1787477844.770988, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596910609073287
1787477844.771429, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596910609492391
1787477844.771566, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596910609641511
1787477844.783099, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596910621176051
1787477844.783364, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596910621444483
1787477844.784007, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596910622086242
1787477844.784508, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596910622599586
1787477844.787884, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1215, 9596910625949041
1787477844.787915, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596910625975585
1787477845.349090, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596911187207426
1787477846.817782, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 29, 9596912655871588
1787477846.818125, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596912656188612
1787477846.818748, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596912656832676
1787477846.818901, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596912656962740
1787477846.819294, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596912657377236
1787477846.819535, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596912657597172
1787477846.819967, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 260878839647471170502236072743864840577, 1787477844.770550, 1, 11, 9596912658053427
1787477846.820881, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 331471534931878145191361645336659898106, 1787477846.820620, 1, 12, 9596912658965123
1787477846.821125, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596912659197747
1787477846.821666, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596912659739523
1787477846.821987, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596912660066691
1787477846.833151, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596912671230495
1787477846.833550, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596912671630094
1787477846.834038, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596912672112158
1787477846.834286, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596912672376942
1787477846.836759, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 859, 9596912674829405
1787477846.836803, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596912674863661
1787477847.255336, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596913093429075
1787477848.522084, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 9596914360167839
1787477848.522495, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596914360559839
1787477848.522649, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596914360730879
1787477848.522799, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596914360859999
1787477848.523363, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596914361439167
1787477848.523754, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596914361828526
1787477848.524018, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 331471534931878145191361645336659898106, 1787477846.820620, 1, 12, 9596914362101918
1787477848.524662, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 144845718658546844669747715744635641732, 1787477848.524503, 1, 13, 9596914362737998
1787477848.524896, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596914362972878
1787477848.525319, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596914363383502
1787477848.525469, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596914363547230
1787477848.538247, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596914376331545
1787477848.538719, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596914376798985
1787477848.539202, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596914377275849
1787477848.539392, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596914377486185
1787477848.542790, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1182, 9596914380854935
1787477848.542819, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596914380880103
1787477849.093015, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596914931111532
1787477850.301585, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 29, 9596916139671790
1787477850.302625, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596916140707134
1787477850.303195, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596916141282157
1787477850.303362, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596916141423613
1787477850.303823, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596916141907933
1787477850.304073, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596916142135485
1787477850.304232, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 144845718658546844669747715744635641732, 1787477848.524503, 1, 13, 9596916142320429
1787477850.305197, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 251806845146045510097931702459174692707, 1787477850.305076, 1, 14, 9596916143269037
1787477850.305430, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596916143504045
1787477850.305848, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596916143911596
1787477850.305998, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596916144072748
1787477850.318500, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596916156583272
1787477850.318771, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596916156851464
1787477850.319416, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596916157492871
1787477850.319791, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596916157877223
1787477850.322311, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 845, 9596916160375558
1787477850.322335, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596916160395862
1787477850.756595, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596916594718006
1787477851.974386, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 9596917812476836
1787477851.975627, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596917813701444
1787477851.975884, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596917813957140
1787477851.976020, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596917814081491
1787477851.976199, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596917814281939
1787477851.976759, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596917814836915
1787477851.976907, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 251806845146045510097931702459174692707, 1787477850.305076, 1, 14, 9596917814985667
1787477851.978076, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 117259574555471443970571332804104697765, 1787477851.977888, 1, 15, 9596917816154307
1787477851.978361, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596917816436627
1787477851.978747, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596917816811059
1787477851.978910, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596917816989026
1787477851.991491, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596917829571710
1787477851.991777, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596917829857742
1787477851.992449, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596917830529357
1787477851.992594, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596917830671789
1787477851.995493, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 883, 9596917833573692
1787477851.995554, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596917833614892
1787477852.415052, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596918253174337
1787477853.813739, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 35, 9596919651827069
1787477853.814649, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596919652723901
1787477853.815180, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596919653263309
1787477853.815539, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596919653615261
1787477853.815972, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596919654051996
1787477853.816419, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596919654497708
1787477853.816785, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 117259574555471443970571332804104697765, 1787477851.977888, 1, 15, 9596919654873420
1787477853.817844, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 22200858138625731278607351716275184088, 1787477853.817729, 1, 16, 9596919655916844
1787477853.818087, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596919656162140
1787477853.818686, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596919656758571
1787477853.818972, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596919657048907
1787477853.829609, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596919667688999
1787477853.829808, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596919667889175
1787477853.830376, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596919668450567
1787477853.830593, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596919668668791
1787477853.833131, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1014, 9596919671200710
1787477853.833171, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596919671232182
1787477854.309236, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596920147331542
1787477855.655451, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 30, 9596921493538741
1787477855.655807, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596921493873829
1787477855.656145, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596921494224597
1787477855.666446, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596921504525905
1787477855.667202, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9596921505286209
1787477855.667666, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9596921505745233
1787477855.667956, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 22200858138625731278607351716275184088, 1787477853.817729, 1, 16, 9596921506035169
1787477855.668716, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 151123662825267870269812019196049541553, 1787477855.668554, 1, 17, 9596921506794736
1787477855.669056, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9596921507132848
1787477855.669637, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9596921507710560
1787477855.669869, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596921507948656
1787477855.683646, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596921521725931
1787477855.683921, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596921522010827
1787477855.684552, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596921522631467
1787477855.684695, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596921522759002
1787477855.687327, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1014, 9596921525393658
1787477855.687359, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596921525420650
1787477856.158891, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596921996985675
1787477857.193138, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596923031229726
1787477857.193527, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596923031592685
1787477857.193818, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596923031893261
1787477857.193956, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596923032018061
1787477857.194098, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9596923032176189
1787477857.194546, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9596923032609165
1787477857.194681, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9596923032757853
1787477857.197016, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 648, 9596923035086892
1787477857.197059, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9596923035120092
1787477857.540323, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9596923378415533
1787477858.275436, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 18, 9596924113521694
1787477858.275725, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9596924113790190
1787477858.275909, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596924113993550
1787477858.287970, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9596924126051577
1787477858.288081, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9596924126160153
1787477858.288881, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9596924126956473
1787477858.288989, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9596924127053033
1787477858.292680, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1600, 9596924130753400
1787477858.292729, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9596924130789272
1787477859.007318, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9596924845442880
1787477860.082471, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9596925920557091
1787477860.083051, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9596925921127010
1787477860.083350, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9596925921433474
1787477860.083503, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9596925921564306
1787477860.083634, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9596925921709842
1787477860.084291, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9596925922366898
1787477860.084398, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9596925922478498
1787477860.087119, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 1022, 9596925925188273
1787477860.087164, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9596925925224897
1787477860.565408, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9596926403503168
1787477861.292113, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 18, 9596927130198644
1787477861.292495, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9596927130561220
1787477861.292677, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9596927130750068
