1787489856.905364, Self-RAG Monolith 4B (multi-hop), pipeline, prepare, start, 174202707299208
1787489955.644060, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174301452467208
1787489955.644158, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174301452568333
1787489955.979252, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174301787668458
1787489955.979333, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174301787738333
1787489955.979618, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174301788023750
1787489955.979690, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174301788093416
1787489955.983415, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1831, 174301791819291
1787489955.983441, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174301791842875
1787489960.903753, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174306712275958
1787489961.372387, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174307180803833
1787489961.372641, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174307181034916
1787489961.372842, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174307181241666
1787489961.373231, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174307181625500
1787489961.373465, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174307181859708
1787489961.375334, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174307183727625
1787489961.375442, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174307183839583
1787489961.380765, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 979, 174307189158708
1787489961.380800, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174307189189958
1787489964.102336, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174309910742000
1787489964.233235, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 6, 174310041646166
1787489964.233469, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174310041864666
1787489964.233777, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174310042187541
1787489964.566050, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174310374446583
1787489964.566160, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174310374551666
1787489964.566488, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174310374873250
1787489964.566540, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174310374923125
1787489964.572822, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 2426, 174310381209333
1787489964.572855, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174310381237875
1787489971.007319, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174316815727666
1787489971.516944, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 174317325347333
1787489971.517222, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174317325593458
1787489971.517440, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174317325816666
1787489971.517770, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174317326140166
1787489971.518038, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174317326411708
1787489971.519695, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174317328066041
1787489971.519819, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 96459793506050365189970789800191564360, 1787489950.265642, 1, 10, 174317328190625
1787489971.520175, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 326394854141350299719622972761966270581, 1787489971.520071, 1, 11, 174317328562500
1787489971.520434, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174317328803333
1787489971.528437, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174317336806416
1787489971.528570, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174317336938833
1787489971.738880, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174317547263750
1787489971.739068, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174317547438625
1787489971.739432, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174317547799916
1787489971.739568, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174317547936875
1787489971.742971, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1215, 174317551337833
1787489971.742998, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174317551362875
1787489975.017855, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174320826234208
1787489975.724794, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 34, 174321533173708
1787489975.724993, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174321533351958
1787489975.725169, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174321533531541
1787489975.725360, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174321533719000
1787489975.725547, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174321533906000
1787489975.726617, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174321534976166
1787489975.726730, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 326394854141350299719622972761966270581, 1787489971.520071, 1, 11, 174321535087875
1787489975.726977, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 3169222336406268511136639061921751622, 1787489975.726904, 1, 12, 174321535334750
1787489975.727133, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174321535492041
1787489975.727672, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174321536030416
1787489975.727772, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174321536130416
1787489976.080090, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174321888456000
1787489976.080235, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174321888595125
1787489976.080510, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174321888866875
1787489976.080604, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174321888959958
1787489976.083949, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 859, 174321892304666
1787489976.083973, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174321892325916
1787489978.453310, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174324261683916
1787489978.991525, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 174324799894000
1787489978.991706, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174324800056041
1787489978.991861, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174324800215916
1787489978.992049, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174324800399333
1787489978.992203, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174324800553333
1787489978.993128, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174324801477625
1787489978.993210, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 3169222336406268511136639061921751622, 1787489975.726904, 1, 12, 174324801560583
1787489978.993482, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 30629088086510392209863427679436194193, 1787489978.993418, 1, 13, 174324801832583
1787489978.993613, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174324801961041
1787489978.994299, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174324802648000
1787489978.994398, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174324802746208
1787489979.059011, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174324867385583
1787489979.059168, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174324867517500
1787489979.059543, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174324867892166
1787489979.059597, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174324867943416
1787489979.063229, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1182, 174324871578083
1787489979.063258, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174324871603208
1787489982.255848, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174328064211333
1787489982.712331, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174328520690708
1787489982.712550, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174328520891250
1787489982.712620, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174328520959125
1787489982.712929, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174328521269458
1787489982.713127, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174328521467375
1787489982.714594, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174328522934958
1787489982.714716, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174328523058291
1787489982.716997, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 659, 174328525337041
1787489982.717033, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174328525369708
1787489984.628954, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174330437309791
1787489984.960013, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 16, 174330768369166
1787489984.960218, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174330768553041
1787489984.960415, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174330768754708
1787489985.021205, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174330829553375
1787489985.021313, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174330829644875
1787489985.021645, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174330829976375
1787489985.021728, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174330830058708
1787489985.024517, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1369, 174330832852041
1787489985.024553, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174330832883583
1787489988.717166, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174334525511833
1787489989.280684, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 27, 174335089028666
1787489989.280867, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174335089188416
1787489989.281040, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174335089384625
1787489989.281244, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174335089567708
1787489989.281423, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174335089745958
1787489989.282562, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174335090884666
1787489989.282676, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 30629088086510392209863427679436194193, 1787489978.993418, 1, 13, 174335090997583
1787489989.282941, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 243515291615355916279470238234470638024, 1787489989.282855, 1, 14, 174335091262500
1787489989.283067, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174335091389958
1787489989.283917, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174335092238375
1787489989.284015, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174335092336250
1787489989.349636, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174335157982541
1787489989.349774, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174335158094750
1787489989.350133, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174335158454750
1787489989.350196, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174335158515333
1787489989.352597, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 845, 174335160916666
1787489989.352624, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174335160940833
1787489991.732514, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174337540847958
1787489992.231973, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 174338040308333
1787489992.232151, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174338040465625
1787489992.232323, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174338040637375
1787489992.232496, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174338040808708
1787489992.232681, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174338040995166
1787489992.233758, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174338042070750
1787489992.233812, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 243515291615355916279470238234470638024, 1787489989.282855, 1, 14, 174338042123791
1787489992.234104, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 268574138561960586962247361933985258443, 1787489992.234021, 1, 15, 174338042425166
1787489992.234277, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174338042591041
1787489992.234963, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174338043276500
1787489992.235070, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174338043383541
1787489992.272595, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174338080929833
1787489992.272797, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174338081112541
1787489992.273113, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174338081425625
1787489992.273270, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174338081585458
1787489992.276205, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 883, 174338084517833
1787489992.276242, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174338084551583
1787489994.741344, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174340549667375
1787489995.426330, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 33, 174341234656291
1787489995.426525, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174341234831125
1787489995.426710, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174341235020500
1787489995.426923, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174341235231583
1787489995.427121, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174341235427416
1787489995.428209, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174341236515458
1787489995.428333, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 268574138561960586962247361933985258443, 1787489992.234021, 1, 15, 174341236638416
1787489995.428601, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 42810325332320544807238526607945712237, 1787489995.428533, 1, 16, 174341236907708
1787489995.428744, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174341237048833
1787489995.429224, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174341237529833
1787489995.429326, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174341237630625
1787489995.492765, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174341301091333
1787489995.492898, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174341301201791
1787489995.493259, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174341301563875
1787489995.493328, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174341301633750
1787489995.496412, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1014, 174341304715958
1787489995.496445, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174341304746083
1787489998.306316, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174344114630875
1787489998.890057, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 174344698372583
1787489998.890234, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174344698529500
1787489998.890382, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174344698676166
1787489998.890537, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174344698830333
1787489998.890660, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174344698954458
1787489998.891693, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174344699987833
1787489998.891774, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 42810325332320544807238526607945712237, 1787489995.428533, 1, 16, 174344700069291
1787489998.892036, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 231514840122829403958043335901387116324, 1787489998.891974, 1, 17, 174344700330333
1787489998.892155, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174344700453958
1787489998.892852, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174344701146416
1787489998.892958, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174344701252291
1787489998.953617, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174344761927666
1787489998.953786, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174344762082041
1787489998.954057, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174344762350625
1787489998.954183, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174344762478458
1787489998.956487, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1014, 174344764780958
1787489998.956516, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174344764806666
1787490001.749246, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174347557693750
1787490002.236551, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174348044853500
1787490002.236910, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174348045197333
1787490002.237193, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174348045512375
1787490002.238157, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174348046450458
1787490002.238571, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174348046865041
1787490002.240708, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174348049000416
1787490002.240951, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174348049251750
1787490002.245552, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 648, 174348053842750
1787490002.245605, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174348053887500
1787490004.163677, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174349971976875
1787490004.496169, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 16, 174350304470583
1787490004.496369, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174350304649833
1787490004.496624, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174350304917666
1787490004.832495, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174350640783583
1787490004.832594, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174350640873000
1787490004.832911, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174350641190041
1787490004.832987, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174350641262791
1787490004.837521, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1600, 174350645799000
1787490004.837561, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174350645835791
1787490009.093878, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174354902161916
1787490009.636224, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 174355444502541
1787490009.636361, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174355444625375
1787490009.636513, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174355444778750
1787490009.636663, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174355444927000
1787490009.636843, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174355445108291
1787490009.638675, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174355446939083
1787490009.638726, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 231514840122829403958043335901387116324, 1787489998.891974, 1, 17, 174355446988375
1787490009.638949, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 141369654553601844371862445966148246179, 1787490009.638891, 1, 18, 174355447316166
1787490009.639307, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174355447574166
1787490009.641237, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174355449501916
1787490009.641293, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174355449555750
1787490009.788190, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174355596465916
1787490009.788334, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174355596598041
1787490009.788571, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174355596835125
1787490009.788799, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174355597070625
1787490009.791795, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 920, 174355600059250
1787490009.791830, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174355600090875
1787490012.334033, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174358142307958
1787490012.835256, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 174358643532333
1787490012.835440, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174358643697583
1787490012.835594, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174358643850291
1787490012.835773, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174358644028833
1787490012.835959, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174358644216250
1787490012.837278, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174358645537333
1787490012.837413, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 141369654553601844371862445966148246179, 1787490009.638891, 1, 18, 174358645669583
1787490012.837659, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 264768031029432819810372407745450302149, 1787490012.837590, 1, 19, 174358645914708
1787490012.837779, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174358646034000
1787490012.838210, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174358646468083
1787490012.838321, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174358646583333
1787490012.922711, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174358731012458
1787490012.923088, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174358731356666
1787490012.923872, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174358732127958
1787490012.923957, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174358732213375
1787490012.927532, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1170, 174358735787250
1787490012.927566, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174358735817916
1787490016.130312, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174361938585458
1787490016.804766, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 32, 174362613044291
1787490016.805058, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174362613304291
1787490016.805284, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174362613537791
1787490016.805639, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174362613884541
1787490016.805823, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174362614069666
1787490016.806971, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174362615219916
1787490016.807106, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 264768031029432819810372407745450302149, 1787490012.837590, 1, 19, 174362615351375
1787490016.807343, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 181272563991330058091578757227766376957, 1787490016.807265, 1, 20, 174362615587250
1787490016.807478, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174362615723958
1787490016.808232, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174362616476875
1787490016.808376, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174362616621750
1787490016.877470, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174362685740083
1787490016.877652, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174362685896833
1787490016.878072, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174362686314375
1787490016.878212, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174362686458750
1787490016.881555, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 905, 174362689799291
1787490016.881599, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174362689840875
1787490019.422429, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174365230687500
1787490020.023069, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 29, 174365831323000
1787490020.023252, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174365831486708
1787490020.023431, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174365831670208
1787490020.023592, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174365831826791
1787490020.023841, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174365832078583
1787490020.024776, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174365833011125
1787490020.024832, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 181272563991330058091578757227766376957, 1787490016.807265, 1, 20, 174365833065916
1787490020.025033, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 78475829135185289449779516199538346464, 1787490020.025008, 1, 21, 174365833266541
1787490020.025195, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174365833429375
1787490020.025707, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174365833942041
1787490020.025785, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174365834018833
1787490020.071324, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174365879575916
1787490020.071490, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174365879725791
1787490020.071740, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174365879975458
1787490020.071861, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174365880096458
1787490020.075916, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 946, 174365884154083
1787490020.075955, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174365884187291
1787490022.700407, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174368508655625
1787490023.157291, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174368965556833
1787490023.157550, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174368965778375
1787490023.157747, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174368965979916
1787490023.158033, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174368966260625
1787490023.158294, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174368966522041
1787490023.159335, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174368967562791
1787490023.159467, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174368967708583
1787490023.161922, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 638, 174368970150541
1787490023.161961, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174368970185083
1787490025.002614, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174370810855916
1787490025.193222, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 174371001465708
