1787490230.719525, Self-RAG Monolith (multi-hop), pipeline, prepare, start, 174576527315291
1787490413.823721, Self-RAG Monolith (multi-hop), End stage, run, end, 174759630844000
1787490413.823857, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 114560527176286277229651578203212080538, 1787490406.191136, 1, 7, 174759630978125
1787490413.824175, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 188264221503976667264970698316491862667, 1787490413.824080, 1, 8, 174759631298291
1787490413.824360, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174759631486666
1787490413.825874, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174759632995250
1787490413.826080, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174759633201750
1787490414.110282, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174759917409708
1787490414.110456, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174759917573458
1787490414.110742, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174759917861541
1787490414.110876, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174759917995666
1787490414.115077, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 973, 174759922194708
1787490414.115105, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174759922219541
1787490419.009269, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174764816521708
1787490420.149433, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174765956552166
1787490420.149785, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174765956886208
1787490420.150032, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174765957136500
1787490420.150488, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174765957587916
1787490420.150768, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174765957880458
1787490420.152632, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174765959733041
1787490420.152744, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174765959852083
1787490420.156717, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 648, 174765963818541
1787490420.156749, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174765963847708
1787490423.691794, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174769499029916
1787490424.324497, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 17, 174770131613666
1787490424.324905, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174770131998458
1787490424.325198, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174770132300416
1787490424.809880, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174770616980416
1787490424.810061, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174770617148458
1787490424.811007, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174770618093791
1787490424.811112, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174770618200958
1787490424.822337, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1423, 174770629427250
1787490424.822378, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174770629462791
1787490431.924066, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174777731284250
1787490433.290497, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 37, 174779097584833
1787490433.290852, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174779097918041
1787490433.291124, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174779098193541
1787490433.291620, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174779098684958
1787490433.291866, Self-RAG Monolith (multi-hop), End stage, run, start, 174779098935916
1787490433.293801, Self-RAG Monolith (multi-hop), End stage, run, end, 174779100867458
1787490433.293869, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 188264221503976667264970698316491862667, 1787490413.824080, 1, 8, 174779100932541
1787490433.294324, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 11689861964698045849892599039224913288, 1787490433.294223, 1, 9, 174779101397833
1787490433.294582, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174779101647500
1787490433.309015, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174779116082291
1787490433.309209, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174779116272458
1787490433.671373, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174779478447541
1787490433.671493, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174779478554500
1787490433.672227, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174779479289916
1787490433.672319, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174779479384416
1787490433.678314, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1005, 174779485378541
1787490433.678350, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174779485409833
1787490438.737816, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174784544921291
1787490439.876750, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174785683820916
1787490439.877030, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174785684079458
1787490439.877188, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174785684237791
1787490439.877647, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174785684693750
1787490439.877907, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174785684966625
1787490439.879575, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174785686622791
1787490439.879786, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174785686834958
1787490439.884766, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 591, 174785691821333
1787490439.884840, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174785691884916
1787490443.007115, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174788814173291
1787490443.253276, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 174789060331375
1787490443.253429, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174789060464833
1787490443.253622, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174789060655583
1787490443.590918, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174789397965083
1787490443.591036, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174789398069541
1787490443.591359, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174789398394625
1787490443.591433, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174789398465125
1787490443.595648, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1358, 174789402681958
1787490443.595675, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174789402706041
1787490450.328384, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174796135517833
1787490451.454248, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174797261310541
1787490451.454846, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174797261862666
1787490451.455064, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174797262091666
1787490451.455791, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174797262807791
1787490451.456044, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174797263069833
1787490451.458199, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174797265215125
1787490451.458406, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174797265439833
1787490451.464340, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 803, 174797271354708
1787490451.464381, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174797271391333
1787490455.632924, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174801439947666
1787490455.873662, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 174801680673875
1787490455.873839, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174801680842000
1787490455.873953, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174801680951625
1787490456.191143, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174801998151958
1787490456.191319, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174801998319208
1787490456.191610, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174801998609833
1787490456.191761, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174801998760583
1787490456.194932, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1358, 174802001930666
1787490456.194961, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174802001956375
1787490462.998156, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174808805262166
1787490464.105321, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174809912329666
1787490464.105836, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174809912814125
1787490464.106277, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174809913267958
1787490464.106855, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174809913837958
1787490464.107185, Self-RAG Monolith (multi-hop), End stage, run, start, 174809914165166
1787490464.109734, Self-RAG Monolith (multi-hop), End stage, run, end, 174809916711083
1787490464.109817, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 11689861964698045849892599039224913288, 1787490433.294223, 1, 9, 174809916794416
1787490464.110166, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 210051700282519265910593859495031358356, 1787490464.110058, 1, 10, 174809917145708
1787490464.110441, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174809917422875
1787490464.123850, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174809930830916
1787490464.123999, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174809930976041
1787490464.300845, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174810107834333
1787490464.301018, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174810107998416
1787490464.301602, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174810108579000
1787490464.301733, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174810108710250
1787490464.307264, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1012, 174810114240666
1787490464.307298, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174810114270541
1787490469.353111, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174815160130083
1787490470.459097, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174816266087875
1787490470.459424, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174816266386666
1787490470.459660, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174816266626833
1787490470.459954, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174816266914500
1787490470.460070, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174816267034541
1787490470.462812, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174816269790208
1787490470.462930, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174816269890291
1787490470.466353, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 593, 174816273313666
1787490470.466393, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174816273349875
1787490473.578195, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174819385169541
1787490473.970338, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 174819777307875
1787490473.970531, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174819777480000
1787490473.970670, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174819777617833
1787490474.252429, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174820059388916
1787490474.252595, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174820059544833
1787490474.252872, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174820059820208
1787490474.253019, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174820059967166
1787490474.257763, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1614, 174820064710958
1787490474.257794, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174820064738583
1787490482.352591, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174828159779875
1787490483.470489, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174829277448791
1787490483.471002, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174829277927333
1787490483.471235, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174829278171708
1787490483.472415, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174829279342000
1787490483.473050, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174829279982458
1787490483.477818, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174829284743375
1787490483.477912, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174829284855375
1787490483.492607, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 1076, 174829299533416
1787490483.492653, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174829299571500
1787490488.879109, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174834686034208
1787490489.272214, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 174835079139916
1787490489.272405, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174835079310000
1787490489.272631, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174835079543708
1787490489.628527, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174835435449750
1787490489.628655, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174835435561208
1787490489.629056, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174835435959708
1787490489.629139, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174835436041500
1787490489.632834, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1614, 174835439740791
1787490489.632870, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174835439771750
1787490497.621745, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174843428737250
1787490498.741994, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174844548907083
1787490498.742506, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174844549387958
1787490498.742718, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174844549602791
1787490498.743399, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174844550281333
1787490498.743748, Self-RAG Monolith (multi-hop), End stage, run, start, 174844550635708
1787490498.746948, Self-RAG Monolith (multi-hop), End stage, run, end, 174844553827125
1787490498.747066, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 210051700282519265910593859495031358356, 1787490464.110058, 1, 10, 174844553946625
1787490498.747471, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 224719804493121991220286213133269412744, 1787490498.747332, 1, 11, 174844554357375
1787490498.747643, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174844554523541
1787490498.761851, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174844568732166
1787490498.762008, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174844568886041
1787490499.101038, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174844907926916
1787490499.101130, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174844908006375
1787490499.101782, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174844908660375
1787490499.101879, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174844908757500
1787490499.108057, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1215, 174844914935458
1787490499.108088, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174844914962541
1787490505.066864, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174850873790208
1787490506.311873, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 35, 174852118772041
1787490506.312259, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174852119121208
1787490506.312533, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174852119400458
1787490506.312901, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174852119760666
1787490506.313156, Self-RAG Monolith (multi-hop), End stage, run, start, 174852120015916
1787490506.314927, Self-RAG Monolith (multi-hop), End stage, run, end, 174852121785791
1787490506.315047, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 224719804493121991220286213133269412744, 1787490498.747332, 1, 11, 174852121905125
1787490506.315402, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 222730193133210595487096403202163238651, 1787490506.315306, 1, 12, 174852122266083
1787490506.315624, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174852122482666
1787490506.316696, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174852123554666
1787490506.316805, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174852123663625
1787490506.643187, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174852450053125
1787490506.643296, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174852450154875
1787490506.643642, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174852450499666
1787490506.643749, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174852450604041
1787490506.646671, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 859, 174852453525375
1787490506.646699, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174852453551166
1787490510.952170, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174856759134041
1787490512.205315, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 35, 174858012189041
1787490512.205766, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174858012609833
1787490512.206047, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174858012899708
1787490512.206763, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174858013604458
1787490512.207089, Self-RAG Monolith (multi-hop), End stage, run, start, 174858013945916
1787490512.208861, Self-RAG Monolith (multi-hop), End stage, run, end, 174858015702708
1787490512.208985, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 222730193133210595487096403202163238651, 1787490506.315306, 1, 12, 174858015828000
1787490512.209408, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 103789106236842051608194387265378185149, 1787490512.209317, 1, 13, 174858016256166
1787490512.209619, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174858016461375
1787490512.211959, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174858018801583
1787490512.212147, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174858018988583
1787490512.541847, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174858348697875
1787490512.541953, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174858348791583
1787490512.542607, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174858349447458
1787490512.542693, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174858349533250
1787490512.548913, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1182, 174858355754333
1787490512.548946, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174858355782125
1787490518.362002, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174864168933750
1787490519.674366, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 36, 174865481220750
1787490519.674979, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174865481805833
1787490519.675282, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174865482102666
1787490519.675683, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174865482501375
1787490519.676047, Self-RAG Monolith (multi-hop), End stage, run, start, 174865482875083
1787490519.677437, Self-RAG Monolith (multi-hop), End stage, run, end, 174865484257041
1787490519.677541, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 103789106236842051608194387265378185149, 1787490512.209317, 1, 13, 174865484359291
1787490519.677890, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 112945963525103819433954212587764239915, 1787490519.677772, 1, 14, 174865484714291
1787490519.678098, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174865484916416
1787490519.679984, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174865486804708
1787490519.680126, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174865486944291
1787490519.983287, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174865790117708
1787490519.983401, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174865790218250
1787490519.984547, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174865791365666
1787490519.984631, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174865791450750
1787490519.989640, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 845, 174865796462625
1787490519.989684, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174865796498875
1787490524.307525, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174870114466208
1787490525.492441, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 33, 174871299280375
1787490525.492809, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174871299614708
1787490525.492995, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174871299803000
1787490525.493421, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174871300223958
1787490525.493659, Self-RAG Monolith (multi-hop), End stage, run, start, 174871300472250
1787490525.495227, Self-RAG Monolith (multi-hop), End stage, run, end, 174871302032458
1787490525.495352, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 112945963525103819433954212587764239915, 1787490519.677772, 1, 14, 174871302155958
1787490525.495682, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 205952559864431198484644617824588149309, 1787490525.495584, 1, 15, 174871302490291
1787490525.495901, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174871302706291
1787490525.496907, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174871303711291
1787490525.497077, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174871303887041
1787490525.824573, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174871631384333
1787490525.824701, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174871631505875
1787490525.825077, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174871631879625
1787490525.825206, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174871632007208
1787490525.828418, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 883, 174871635218083
1787490525.828441, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174871635239500
1787490530.272330, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174876079242958
1787490531.781838, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 42, 174877588666291
1787490531.782236, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174877589025958
1787490531.782555, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174877589349291
1787490531.782915, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174877589703541
1787490531.783148, Self-RAG Monolith (multi-hop), End stage, run, start, 174877589942500
1787490531.784742, Self-RAG Monolith (multi-hop), End stage, run, end, 174877591531875
1787490531.784885, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 205952559864431198484644617824588149309, 1787490525.495584, 1, 15, 174877591672416
1787490531.785273, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 245551867978785898639526490689763966888, 1787490531.785158, 1, 16, 174877592064833
1787490531.785493, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 174877592281000
1787490531.786917, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 174877593704625
1787490531.787125, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174877593911708
1787490532.121125, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174877927920458
1787490532.121272, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174877928058541
1787490532.121616, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174877928400458
1787490532.121732, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174877928518916
1787490532.125547, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1014, 174877932330666
1787490532.125576, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174877932355833
1787490537.170479, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174882977292375
1787490538.275505, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174884082314916
1787490538.275910, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174884082680541
1787490538.276110, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174884082881500
1787490538.276578, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174884083351041
1787490538.276982, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174884083777666
1787490538.279084, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174884085854125
1787490538.279325, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174884086097208
1787490538.283293, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 694, 174884090062041
1787490538.283340, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174884090105458
1787490541.849641, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174887656420291
1787490542.194349, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 174888001116708
1787490542.194494, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174888001249291
1787490542.194639, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174888001392708
1787490542.455409, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174888262174041
1787490542.455514, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174888262268125
1787490542.455835, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174888262589833
1787490542.455909, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174888262661000
1787490542.461755, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1976, 174888268509791
1787490542.461786, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174888268537000
1787490552.118277, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 174897925206458
1787490553.251171, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 174899057937500
1787490553.251752, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 174899058477208
1787490553.252210, Self-RAG Monolith (multi-hop), Monolith router, run, start, 174899058960833
1787490553.253301, Self-RAG Monolith (multi-hop), Monolith router, run, end, 174899060030875
1787490553.253933, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 174899060684875
1787490553.258095, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 174899064824708
1787490553.258257, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 174899064992250
1787490553.276766, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 1148, 174899083500416
1787490553.276833, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 174899083555291
1787490558.961740, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 174904768467500
1787490559.317749, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 174905124494708
1787490559.318056, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 174905124767750
1787490559.318392, Self-RAG Monolith (multi-hop), Document retriever, run, start, 174905125107500
1787490559.791545, Self-RAG Monolith (multi-hop), Document retriever, run, end, 174905598260250
1787490559.791709, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 174905598413458
1787490559.791976, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 174905598679291
1787490559.792054, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 174905598757041
1787490559.796078, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1976, 174905602783000
1787490559.796105, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 174905602807333
